track_name,artist,year,views,is_hit,genre,listeners,playcount,tags,lyric_positivity,slang_count,primary_theme,bpm,energy,danceability,valence,acousticness,loudness,key,mode,spectral_flatness,zero_crossing_rate,mfcc_mean,spectral_contrast,poly_features,instrumentalness,liveness,speechiness,sub_genre
Ficaremos Sós #206,RNB Brasil,2023,1225,0,rnb,568703,1567040,"brazilian,pop,mpb,rnb",0.63,6,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Ficaremos Sós #401,RNB Brasil,2023,4779,0,rnb,231160,2318008,"brazilian,pop,mpb,rnb",0.67,3,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #322,R&B Brasileiro,2023,2880,0,rnb,350818,4503093,"brazilian,pop,mpb,rnb",0.6,13,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Coisa Boa #293,Gloria Groove,2023,3408,0,rnb,998364,3229561,"brazilian,pop,mpb,rnb",0.63,7,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Ficaremos Sós #31,Luccas Carlos,2023,1936,0,rnb,443469,2778413,"brazilian,pop,mpb,rnb",0.67,15,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Ficaremos Sós #131,RNB Brasil,2023,896,0,rnb,735557,4316539,"brazilian,pop,mpb,rnb",0.48,10,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Ficaremos Sós #267,Luccas Carlos,2023,3983,0,rnb,467000,4730905,"brazilian,pop,mpb,rnb",0.44,11,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #353,Luccas Carlos,2023,1823,0,rnb,510945,1278201,"brazilian,pop,mpb,rnb",0.23,2,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Leilão #324,Gloria Groove,2023,2267,0,rnb,403345,4644174,"brazilian,pop,mpb,rnb",0.59,0,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Vermelho #94,Gloria Groove,2023,1565,0,rnb,712584,1804295,"brazilian,pop,mpb,rnb",0.53,7,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Ficaremos Sós #334,Luccas Carlos,2023,3521,0,rnb,253783,3550848,"brazilian,pop,mpb,rnb",0.34,15,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #384,RNB Brasil,2023,4340,0,rnb,614199,3285982,"brazilian,pop,mpb,rnb",0.27,11,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
A Queda #232,Gloria Groove,2023,90,0,rnb,796002,3885089,"brazilian,pop,mpb,rnb",0.86,7,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #423,RNB Brasil,2023,3368,0,rnb,40617,4191067,"brazilian,pop,mpb,rnb",0.2,5,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #47,R&B Brasileiro,2023,2140,0,rnb,59859,2982456,"brazilian,pop,mpb,rnb",0.12,10,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #434,RNB Brasil,2023,3861,0,rnb,502494,15464,"brazilian,pop,mpb,rnb",0.6,10,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Teu Segredo #147,RNB Brasil,2023,4698,0,rnb,799087,3581259,"brazilian,pop,mpb,rnb",0.14,4,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Ficaremos Sós #398,RNB Brasil,2023,1033,0,rnb,377663,1633543,"brazilian,pop,mpb,rnb",0.34,11,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Brisa #375,Iza,2023,3760,0,rnb,210889,341334,"brazilian,pop,mpb,rnb",0.76,8,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Te Levar #294,THAMI,2023,3097,0,rnb,429697,2105147,"brazilian,pop,mpb,rnb",0.71,13,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Bumbum de Ouro #275,Gloria Groove,2023,4994,0,rnb,943860,4397488,"brazilian,pop,mpb,rnb",0.34,14,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Teu Segredo #250,Luccas Carlos,2023,1894,0,rnb,154280,1970360,"brazilian,pop,mpb,rnb",0.4,14,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Bonekinha #405,Gloria Groove,2023,869,0,rnb,181056,3080208,"brazilian,pop,mpb,rnb",0.66,10,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #482,RNB Brasil,2023,1366,0,rnb,499501,1168047,"brazilian,pop,mpb,rnb",0.25,2,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Desaforo #43,THAMI,2023,889,0,rnb,683009,4742759,"brazilian,pop,mpb,rnb",0.55,0,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Desaforo (Ao Vivo),THAMI,2023,3092,0,rnb,83985,463447,"brazilian,pop,mpb,rnb",0.53,13,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Saudade Daquela #177,Iza,2023,3823,0,rnb,89771,3017012,"brazilian,pop,mpb,rnb",0.27,6,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Te Levar #346,THAMI,2023,2297,0,rnb,620965,1285185,"brazilian,pop,mpb,rnb",0.39,1,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #169,RNB Brasil,2023,880,0,rnb,943805,4644798,"brazilian,pop,mpb,rnb",0.51,3,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Desaforo #493,THAMI,2023,1053,0,rnb,918038,3940826,"brazilian,pop,mpb,rnb",0.79,11,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Teu Segredo #21,RNB Brasil,2023,158,0,rnb,113846,3339812,"brazilian,pop,mpb,rnb",0.17,11,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Teu Segredo #348,Luccas Carlos,2023,3040,0,rnb,613005,4531567,"brazilian,pop,mpb,rnb",0.86,6,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Saber Voar #203,R&B Brasileiro,2023,3743,0,rnb,647201,411501,"brazilian,pop,mpb,rnb",0.11,3,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Saber Voar #129,Luccas Carlos,2023,1399,0,rnb,683001,597975,"brazilian,pop,mpb,rnb",0.36,6,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Incomum #221,THAMI,2023,2603,0,rnb,276319,2458467,"brazilian,pop,mpb,rnb",0.43,10,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Pesadão #275,Iza,2023,2360,0,rnb,178031,4678895,"brazilian,pop,mpb,rnb",0.67,8,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Teu Segredo #14,RNB Brasil,2023,4975,0,rnb,107763,4516383,"brazilian,pop,mpb,rnb",0.31,2,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Leilão #271,Gloria Groove,2023,760,0,rnb,753228,4940596,"brazilian,pop,mpb,rnb",0.86,7,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Tanto Faz #164,THAMI,2023,4932,0,rnb,462332,1015626,"brazilian,pop,mpb,rnb",0.13,6,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Cuidado #60,THAMI,2023,3490,0,rnb,135446,4103901,"brazilian,pop,mpb,rnb",0.75,7,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Leilão #357,Gloria Groove,2023,4105,0,rnb,641416,2141864,"brazilian,pop,mpb,rnb",0.12,3,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Leilão #441,Gloria Groove,2023,1817,0,rnb,976327,2500183,"brazilian,pop,mpb,rnb",0.55,1,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #213,RNB Brasil,2023,1520,0,rnb,411068,4198746,"brazilian,pop,mpb,rnb",0.62,5,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Teu Segredo #370,R&B Brasileiro,2023,1151,0,rnb,208358,3015752,"brazilian,pop,mpb,rnb",0.24,9,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Sem Filtro #191,Iza,2023,2244,0,rnb,275804,586030,"brazilian,pop,mpb,rnb",0.87,13,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Saber Voar #314,R&B Brasileiro,2023,126,0,rnb,797617,899701,"brazilian,pop,mpb,rnb",0.29,1,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Pela Manhã #476,THAMI,2023,4182,0,rnb,772405,3922087,"brazilian,pop,mpb,rnb",0.27,1,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Deixa Fluir #68,RNB Brasil,2023,4542,0,rnb,411826,4777427,"brazilian,pop,mpb,rnb",0.84,8,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Teu Segredo #280,Luccas Carlos,2023,1077,0,rnb,827975,470673,"brazilian,pop,mpb,rnb",0.49,4,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Incomum #305,THAMI,2023,1106,0,rnb,458726,3769323,"brazilian,pop,mpb,rnb",0.44,4,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
A Queda #330,Gloria Groove,2023,645,0,rnb,663639,4341582,"brazilian,pop,mpb,rnb",0.89,10,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Deixa Fluir #477,RNB Brasil,2023,2760,0,rnb,571298,2493266,"brazilian,pop,mpb,rnb",0.15,7,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Vermelho #120,Gloria Groove,2023,3042,0,rnb,878928,613006,"brazilian,pop,mpb,rnb",0.24,9,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Teu Segredo #483,Luccas Carlos,2023,4076,0,rnb,116783,4912377,"brazilian,pop,mpb,rnb",0.48,5,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #500,Luccas Carlos,2023,689,0,rnb,52445,2019268,"brazilian,pop,mpb,rnb",0.87,14,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Saber Voar #348,RNB Brasil,2023,4482,0,rnb,504704,4083058,"brazilian,pop,mpb,rnb",0.59,9,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Ficaremos Sós #142,Luccas Carlos,2023,1082,0,rnb,198596,1975312,"brazilian,pop,mpb,rnb",0.48,5,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #427,R&B Brasileiro,2023,663,0,rnb,814271,2020074,"brazilian,pop,mpb,rnb",0.15,7,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Tanto Faz #49,THAMI,2023,4036,0,rnb,24537,2297116,"brazilian,pop,mpb,rnb",0.14,9,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Saber Voar #302,R&B Brasileiro,2023,3791,0,rnb,855723,4851549,"brazilian,pop,mpb,rnb",0.58,7,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Pela Manhã #257,THAMI,2023,3377,0,rnb,195682,1915927,"brazilian,pop,mpb,rnb",0.25,1,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #167,Luccas Carlos,2023,204,0,rnb,513463,1569722,"brazilian,pop,mpb,rnb",0.21,11,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Leilão #267,Gloria Groove,2023,1480,0,rnb,215791,1836264,"brazilian,pop,mpb,rnb",0.39,12,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Um Sol #268,R&B Brasileiro,2023,487,0,rnb,959978,3917414,"brazilian,pop,mpb,rnb",0.19,10,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #449,Luccas Carlos,2023,2289,0,rnb,175765,4548247,"brazilian,pop,mpb,rnb",0.47,9,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #64,RNB Brasil,2023,861,0,rnb,199603,4342430,"brazilian,pop,mpb,rnb",0.36,14,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Teu Segredo #334,Luccas Carlos,2023,2767,0,rnb,20798,3406278,"brazilian,pop,mpb,rnb",0.26,14,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Um Sol #382,R&B Brasileiro,2023,2957,0,rnb,705077,4363611,"brazilian,pop,mpb,rnb",0.73,8,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Pela Manhã #299,THAMI,2023,4058,0,rnb,110183,820145,"brazilian,pop,mpb,rnb",0.35,7,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Ficaremos Sós #252,RNB Brasil,2023,4935,0,rnb,555904,1335829,"brazilian,pop,mpb,rnb",0.12,14,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Ficaremos Sós #240,Luccas Carlos,2023,3821,0,rnb,746471,2616396,"brazilian,pop,mpb,rnb",0.87,3,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Ficaremos Sós #482,R&B Brasileiro,2023,539,0,rnb,61436,1529769,"brazilian,pop,mpb,rnb",0.49,14,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #221,RNB Brasil,2023,2769,0,rnb,653536,3544106,"brazilian,pop,mpb,rnb",0.58,10,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Teu Segredo #363,RNB Brasil,2023,1241,0,rnb,519466,2995168,"brazilian,pop,mpb,rnb",0.12,14,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Teu Segredo #422,RNB Brasil,2023,4166,0,rnb,195190,40421,"brazilian,pop,mpb,rnb",0.24,3,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Deixa Fluir #216,Luccas Carlos,2023,143,0,rnb,296931,1079047,"brazilian,pop,mpb,rnb",0.48,6,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Um Sol #117,R&B Brasileiro,2023,3421,0,rnb,815865,1023972,"brazilian,pop,mpb,rnb",0.79,8,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #395,R&B Brasileiro,2023,3532,0,rnb,210983,2928126,"brazilian,pop,mpb,rnb",0.31,7,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #363,R&B Brasileiro,2023,4650,0,rnb,441128,2480813,"brazilian,pop,mpb,rnb",0.37,1,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Ficaremos Sós #319,Luccas Carlos,2023,3627,0,rnb,338526,800001,"brazilian,pop,mpb,rnb",0.59,7,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Cuidado #450,THAMI,2023,2177,0,rnb,201848,2693398,"brazilian,pop,mpb,rnb",0.84,3,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Tanto Faz #76,THAMI,2023,3400,0,rnb,653263,2339125,"brazilian,pop,mpb,rnb",0.15,14,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #279,R&B Brasileiro,2023,626,0,rnb,465134,3021138,"brazilian,pop,mpb,rnb",0.35,12,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Um Sol #337,RNB Brasil,2023,487,0,rnb,563937,1217194,"brazilian,pop,mpb,rnb",0.44,12,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Leilão #237,Gloria Groove,2023,395,0,rnb,143233,271024,"brazilian,pop,mpb,rnb",0.44,2,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Deixa Fluir #320,R&B Brasileiro,2023,2900,0,rnb,430109,1110179,"brazilian,pop,mpb,rnb",0.5,6,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Leilão #13,Gloria Groove,2023,489,0,rnb,176460,4240081,"brazilian,pop,mpb,rnb",0.36,8,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Ficaremos Sós #297,Luccas Carlos,2024,5167585,1,rnb,130400,931392,"brazilian,pop,mpb,rnb",0.35,2,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Brisa #416,Iza,2024,24596937,1,rnb,351892,2563752,"brazilian,pop,mpb,rnb",0.77,5,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Pesadão #234,Iza,2024,32668030,1,rnb,744672,1095402,"brazilian,pop,mpb,rnb",0.84,14,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #456,R&B Brasileiro,2024,45494631,1,rnb,798032,3195887,"brazilian,pop,mpb,rnb",0.33,4,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Vermelho #423,Gloria Groove,2024,19258590,1,rnb,717586,4248772,"brazilian,pop,mpb,rnb",0.69,1,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Cuidado #138,THAMI,2024,45020307,1,rnb,372893,3767767,"brazilian,pop,mpb,rnb",0.36,4,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Desaforo #311,THAMI,2024,1757625,1,rnb,219689,1127413,"brazilian,pop,mpb,rnb",0.75,0,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Deixa Fluir #355,RNB Brasil,2024,43437491,1,rnb,593099,1332253,"brazilian,pop,mpb,rnb",0.55,15,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Sem Filtro #49,Iza,2024,35933258,1,rnb,212101,4678735,"brazilian,pop,mpb,rnb",0.14,5,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
A Queda #290,Gloria Groove,2024,13522752,1,rnb,942516,2503534,"brazilian,pop,mpb,rnb",0.7,3,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Desaforo #81,THAMI,2024,15870269,1,rnb,491365,4055349,"brazilian,pop,mpb,rnb",0.86,7,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Deixa Fluir #174,RNB Brasil,2024,27108488,1,rnb,118471,3545805,"brazilian,pop,mpb,rnb",0.22,15,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Leilão #29,Gloria Groove,2024,28466062,1,rnb,823393,2591409,"brazilian,pop,mpb,rnb",0.34,3,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Saber Voar #357,R&B Brasileiro,2024,16040648,1,rnb,116623,408174,"brazilian,pop,mpb,rnb",0.81,9,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #234,R&B Brasileiro,2024,12532072,1,rnb,822082,986347,"brazilian,pop,mpb,rnb",0.31,9,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Deixa Fluir #434,Luccas Carlos,2024,41744144,1,rnb,579533,4135124,"brazilian,pop,mpb,rnb",0.53,7,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_1
Brisa #11,Iza,2024,31716163,1,rnb,450741,4292368,"brazilian,pop,mpb,rnb",0.65,14,ostentação,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #235,RNB Brasil,2024,24461014,1,rnb,718011,2957988,"brazilian,pop,mpb,rnb",0.35,13,protesto,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_3
Saudade Daquela #76,Iza,2024,2183,0,rnb,712518,1727820,"brazilian,pop,mpb,rnb",0.7,14,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Te Levar #67,THAMI,2024,4938,0,rnb,844437,1796885,"brazilian,pop,mpb,rnb",0.58,11,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Um Sol #266,R&B Brasileiro,2024,3954,0,rnb,223136,3569827,"brazilian,pop,mpb,rnb",0.58,7,festa,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Incomum #49,THAMI,2024,3345,0,rnb,926912,1752745,"brazilian,pop,mpb,rnb",0.57,15,romance,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
Incomum #71,THAMI,2024,3518,0,rnb,123977,391914,"brazilian,pop,mpb,rnb",0.62,10,cotidiano,90,0.6,0.7,0.6,0.3,-7,A,0,0.005,0.07,-5,15.0,0.2,0.05,0.1,0.1,rnb_2
